Temperature,0.0025,0.005,0.0075000000000000015,0.01,0.012499999999999999,0.015000000000000003,0.0175,0.02,0.0225
85.0,-1.3655970297927072e-06,1.1972524086911436e-06,5.00147786674661e-07,5.914374605163679e-08,-6.597623400288876e-07,-7.682448626071038e-07,3.0395168712194924e-07,-1.4414440848904926e-06,-1.3162330670525086e-06
86.0,-4.778574596989665e-07,2.674503783013878e-07,3.038658612960491e-07,8.431898685690766e-08,-1.7427788798762163e-07,-4.117882272738955e-07,3.583968728382289e-07,4.0197313805216145e-08,-2.364558108008436e-06
87.0,-1.1109137909173455e-07,-8.784820677139093e-07,-1.2316437069580969e-06,-5.942023837159811e-07,-3.838897289059728e-07,-6.754084930728243e-07,-3.922364379588256e-07,-2.0310384684914467e-07,-1.1532105880701827e-06
88.0,5.638396704217087e-07,-2.617421745509688e-07,-2.2631027677281363e-07,-1.4333753429084632e-06,-1.5945843944254688e-06,-1.2328570073890773e-06,3.7307045238230646e-07,-7.623816474926746e-07,-1.0260511759320232e-06
89.0,4.732346177099563e-08,-6.876081657821601e-07,-4.935177538249164e-07,-1.5225910870013664e-07,-7.673785944490962e-07,-1.65437157284101e-06,-1.1297287113919073e-06,-2.4626008287029513e-06,-2.001051148467142e-06
90.0,-1.204745359799564e-06,7.493984890350616e-08,-9.057126406758273e-07,-7.721935799295915e-07,-7.789813663303598e-07,-1.5793449301126285e-06,-1.1674958806171244e-06,-1.54341958264928e-06,-2.830477103138051e-06
91.0,-1.091942940405598e-06,-2.0246788759824878e-07,-3.3674201600287027e-07,-2.24783423113732e-07,-1.1116787628657584e-06,-2.258466633122916e-06,-2.3869360357746323e-06,-2.1253181924789918e-06,-2.5584628600651467e-06
92.0,-9.826728778261999e-07,-8.513801883870317e-07,-2.817079049235941e-07,-2.9207977742896386e-08,-9.62789524058259e-07,-1.2748402820782225e-06,-2.10648033779725e-06,-2.2880543422677716e-06,-2.2769894450838797e-06
93.0,-4.940586164416102e-07,-8.696236354544188e-08,-1.3020562222731599e-06,-1.4183806649452392e-06,-1.2950257654581392e-06,-2.015805102204495e-06,-2.0637323694636818e-06,-1.6788276888598274e-06,-2.1963017921371e-06
94.0,-1.41398629647255e-06,-1.6568539684983667e-06,-1.948873020095807e-06,-1.993266058407816e-06,-1.1332894634260534e-06,-7.92090528206125e-07,-2.0769335994084172e-06,-1.918671758142661e-06,-3.0232653643277277e-06
95.0,-6.311630906762201e-07,-8.557167623394608e-07,3.746205937914374e-08,-2.6556648102850404e-06,-1.1958466119517233e-06,-2.5862104989202463e-06,-1.5739485255338538e-06,-1.6860496075108325e-06,-2.524089991286967e-06
96.0,-7.284330830388906e-07,9.20903780635924e-07,-1.222345426618487e-07,-6.763356242903114e-07,2.1067956040886868e-07,-4.715706375617969e-07,-1.786526867335688e-07,-1.6551190980476457e-06,-4.624029158202103e-07
97.0,-2.936509378443212e-07,5.900978333801029e-07,7.55991613306688e-07,1.1421654478830693e-06,9.803962358869875e-07,7.011934686234154e-07,3.387871471913304e-07,-3.067705244240286e-07,1.5535814771684447e-06
98.0,1.0189263753356366e-06,6.802329149095012e-07,1.8425520073656527e-06,4.461120296485264e-07,1.5673917945195515e-06,2.211450350096118e-06,1.878358008160875e-06,2.618049959247467e-06,2.4912362362729374e-06
99.0,1.8574774988369904e-06,2.7795180091050713e-06,3.669727951474963e-06,3.1629545604167524e-06,3.7428442956081517e-06,4.3084802907915885e-06,5.414259762115228e-06,4.487558811435074e-06,3.7377207761053525e-06
100.0,1.7431390464613683e-06,4.252863697302175e-06,5.235682364273479e-06,7.0308902114388715e-06,7.270169014722791e-06,6.364461015723698e-06,5.98190120882968e-06,5.476342542631899e-06,5.046132873031939e-06
101.0,5.129990722647532e-06,6.9195720167552975e-06,8.486035701084231e-06,8.806666962947717e-06,8.31109273031766e-06,6.530090281775146e-06,5.5716573236109494e-06,3.94851904062715e-06,2.6071311994802793e-06
102.0,6.751255593694882e-06,9.65338817324059e-06,9.992604290310579e-06,8.59177983067842e-06,7.577172635168894e-06,5.047094972775691e-06,1.9416506070855428e-06,1.0733206823265261e-06,-1.9808746458205083e-06
103.0,9.290143435496163e-06,1.0218402223219877e-05,9.12925186400306e-06,5.621865000170365e-06,2.969648751250707e-06,4.435118103509041e-07,-1.6569360226761432e-06,-6.034586256171544e-06,-8.975780692505742e-06
104.0,1.093396922731989e-05,1.005142269390147e-05,6.922732273946574e-06,2.472214038334018e-06,-1.482269372893457e-06,-4.677332369570232e-06,-6.842906107553818e-06,-1.0751057921809107e-05,-1.3841229429403737e-05
105.0,1.2156316486751525e-05,7.806707410308526e-06,2.558486807656856e-06,-2.31995138526831e-06,-6.844324618417047e-06,-9.734600327853018e-06,-1.3542897561812538e-05,-1.6008453994083866e-05,-1.8796611166088022e-05
106.0,1.010330863340213e-05,3.1836408302207067e-06,-2.302956420199903e-06,-6.425689474614765e-06,-1.0188355294299018e-05,-1.3026839978327256e-05,-1.7120021923572226e-05,-1.8228093890248785e-05,-2.2293823053475775e-05
107.0,7.53294569877089e-06,-9.680725465648628e-07,-5.824125651227748e-06,-1.0375703738627852e-05,-1.237989474774986e-05,-1.600423527647606e-05,-1.8686444184857963e-05,-2.2235545437039352e-05,-2.3036766898332708e-05
108.0,4.400751442214935e-06,-3.0918404393106845e-06,-8.211015629659047e-06,-1.205479018748456e-05,-1.5593867587032823e-05,-1.8771915595347166e-05,-2.170299543269558e-05,-2.3886867003551646e-05,-2.5857290951573323e-05
109.0,-5.672781964848211e-08,-6.293617582902201e-06,-9.421715557272127e-06,-1.299218889286468e-05,-1.7262442343561816e-05,-1.951142635533608e-05,-2.4432015845380742e-05,-2.774512608837256e-05,-3.0295898725166435e-05
110.0,-1.5326808577264405e-06,-7.901138104980191e-06,-1.0901587669678351e-05,-1.4751053528953874e-05,-1.9479346119435356e-05,-2.327057214496888e-05,-2.6715008512682564e-05,-3.126340177051922e-05,-3.3924489016181074e-05
111.0,-4.665360209008554e-06,-9.830229597126651e-06,-1.191563041257003e-05,-1.7248108873222613e-05,-2.17568762644816e-05,-2.5525384042814396e-05,-3.058339101385231e-05,-3.424978364341715e-05,-3.72719596857153e-05
112.0,-4.835379924456486e-06,-8.941001540452693e-06,-1.4287892569756667e-05,-1.918681575085503e-05,-2.3731939238943558e-05,-2.8181723590048268e-05,-3.47617982931597e-05,-3.7518287200640476e-05,-4.2075069747783036e-05
113.0,-4.582405620570527e-06,-1.13106236056235e-05,-1.574643663457163e-05,-2.11666390192409e-05,-2.711415291812778e-05,-3.256214533130567e-05,-3.569709446062955e-05,-4.164268814089923e-05,-4.646839841016311e-05
114.0,-6.474681493807636e-06,-1.2162576653248924e-05,-1.7224764859495475e-05,-2.389471631201203e-05,-2.9438367097656884e-05,-3.537697412254621e-05,-4.0479473809156755e-05,-4.535297266761626e-05,-5.2059502006040806e-05
115.0,-7.2085116735560526e-06,-1.4636415598810503e-05,-1.9373962802594452e-05,-2.5783362700312913e-05,-3.277659367084781e-05,-3.790241626119236e-05,-4.431358310439597e-05,-5.147793848484818e-05,-5.725991932139984e-05
116.0,-8.331400653809553e-06,-1.5444266572413618e-05,-2.3638639395788976e-05,-2.902525990521477e-05,-3.656560538336337e-05,-4.239900089033159e-05,-5.031737510209512e-05,-5.546516105366502e-05,-6.222823869435194e-05
117.0,-8.189661557259363e-06,-1.7353292811899562e-05,-2.501242327111305e-05,-3.243223464397658e-05,-4.00938239550004e-05,-4.8754409314795695e-05,-5.4053885809462055e-05,-6.216594234106732e-05,-6.864838980794707e-05
118.0,-9.5021067480806e-06,-1.7013412289187614e-05,-2.7734761447651855e-05,-3.568483343822582e-05,-4.3952767532358934e-05,-5.2262245624854124e-05,-5.910871869410556e-05,-6.70536830668589e-05,-7.485960893001512e-05
119.0,-1.0430096406403631e-05,-1.9853084861454104e-05,-2.9764357045713875e-05,-3.892137661996428e-05,-4.798833029525323e-05,-5.584044879108389e-05,-6.492688946734175e-05,-7.391123993305477e-05,-8.234898400981928e-05
120.0,-1.1564604291152624e-05,-2.193706926249903e-05,-3.230026725866571e-05,-4.310174979393935e-05,-5.205543093292072e-05,-6.255768980913697e-05,-7.12742497018289e-05,-8.002253573390429e-05,-8.870472945944736e-05
121.0,-1.1571690740211793e-05,-2.48566200772566e-05,-3.51496497889802e-05,-4.607873085626936e-05,-5.635873819959961e-05,-6.81458917238565e-05,-7.781546023244768e-05,-8.835963681332715e-05,-9.50549515494683e-05
122.0,-1.3513139287941301e-05,-2.5853518523734557e-05,-3.814655481534594e-05,-5.060520091630136e-05,-6.169879057185778e-05,-7.418534176503864e-05,-8.479430047966603e-05,-9.461813641494483e-05,-0.00010547246508343872
123.0,-1.4695633126824756e-05,-2.9790012302180905e-05,-4.218906849106355e-05,-5.549243938942645e-05,-6.910627319124518e-05,-7.895329491755852e-05,-9.175992984110875e-05,-0.00010232096451423264,-0.00011316434620071678
124.0,-1.6245195887083736e-05,-3.154945340061718e-05,-4.64106813871016e-05,-6.076366114363381e-05,-7.482026724248552e-05,-8.64139664703676e-05,-9.815522064108522e-05,-0.00011077403875735765,-0.00012252061898308548
125.0,-1.8058523748319876e-05,-3.5146881307387655e-05,-5.0737605515827405e-05,-6.525438454259114e-05,-8.049306473917424e-05,-9.501840861437198e-05,-0.00010646823125164168,-0.00011937676697871755,-0.00013111383880089558
126.0,-2.019539934910681e-05,-3.7144736630067344e-05,-5.37026730596167e-05,-7.113611737406525e-05,-8.680277250471985e-05,-0.00010167117917688512,-0.00011580543565544022,-0.00012850953489598394,-0.00014067767123007282
127.0,-2.1475500092498012e-05,-4.1024990019144964e-05,-5.875425925864083e-05,-7.748873887557813e-05,-9.309265983953811e-05,-0.00010795833154072197,-0.00012357571313813452,-0.00013715051782476256,-0.00014920614576791768
128.0,-2.243506710920146e-05,-4.387066879761114e-05,-6.5012772824435e-05,-8.39202221347374e-05,-0.00010139673669688487,-0.00011756678694724368,-0.00013203690033847056,-0.00014675173804641996,-0.0001604067764636582
129.0,-2.6178467977461317e-05,-4.9011032757426114e-05,-6.893741314766966e-05,-8.991048526957249e-05,-0.0001080689779366181,-0.00012515525544428983,-0.00014254371243810953,-0.0001555708251604526,-0.00016914168450136977
130.0,-2.6851332159409692e-05,-5.311063202880938e-05,-7.483502824517331e-05,-9.731511523589209e-05,-0.00011592427330690224,-0.00013376666151151032,-0.00014971957592914355,-0.00016472669294605375,-0.00017936799550113895
131.0,-2.9767046973774074e-05,-5.610721541226801e-05,-8.066313063816332e-05,-0.00010326259418798064,-0.00012367821796369777,-0.0001422720732992112,-0.0001603167210388997,-0.00017550971268557425,-0.0001900660343164048
132.0,-3.155748088213994e-05,-6.0862436286232234e-05,-8.685823914589532e-05,-0.0001113254595127305,-0.00013266929084187305,-0.0001521363603674251,-0.00016992271612097107,-0.00018295649671460623,-0.00019916097180935235
133.0,-3.3050143406426705e-05,-6.509053416533367e-05,-9.29547341515654e-05,-0.00011800285707859967,-0.0001404826016078697,-0.00016163256173648652,-0.00017971150524001965,-0.00019544403477396457,-0.00020946159070137362
134.0,-3.678614283113052e-05,-6.971450639368795e-05,-9.903270150226927e-05,-0.0001272602480168705,-0.0001499738697402107,-0.00017053293844617674,-0.0001893885122197188,-0.00020487634969218444,-0.0002189118177826697
135.0,-4.022646264626084e-05,-7.43149452969747e-05,-0.0001065500217468933,-0.0001333594353602829,-0.0001571829428783967,-0.00017931157244233564,-0.00019829311683077403,-0.0002143190869484134,-0.00022904396502906787
136.0,-4.293286062224426e-05,-7.99355436309994e-05,-0.00011409913904956865,-0.0001419766125473411,-0.00016794873084302196,-0.00018867179580074535,-0.0002086701828542485,-0.00022446478382503993,-0.00023763332951060823
137.0,-4.613840349057999e-05,-8.66432540637853e-05,-0.00012107101699056064,-0.00014962046426036916,-0.00017756659960974436,-0.00019903124011896783,-0.00021686543874876053,-0.00023244684795821626,-0.0002462179165131485
